"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN KHARIF CONSUMPTION (tons)","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE KHARIF CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH KHARIF CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL KHARIF CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"88","2010","11","Tamil Nadu","Tiruchirapalli / Trichy","37445.0","58466.0","21786.0","21302.0","23125.0","28166.0","82356.0","107933.0"
"88","2011","11","Tamil Nadu","Tiruchirapalli / Trichy","46887.0","60901.0","25963.0","28373.0","11341.0","36333.0","84190.0","125606.0"
"88","2012","11","Tamil Nadu","Tiruchirapalli / Trichy","39098.0","44313.0","18641.0","14854.0","10679.0","13952.0","68418.0","73119.0"
"88","2013","11","Tamil Nadu","Tiruchirapalli / Trichy","36194.0","41989.0","15778.0","13311.0","10479.0","14748.0","62451.0","70048.0"
"88","2014","11","Tamil Nadu","Tiruchirapalli / Trichy","31109.0","53150.0","14153.0","19056.0","13969.0","18132.0","59231.0","90338.0"
"88","2015","11","Tamil Nadu","Tiruchirapalli / Trichy","37837.0","54027.0","18427.0","22389.0","16029.0","17743.0","72293.0","94159.0"
"88","2016","11","Tamil Nadu","Tiruchirapalli / Trichy","28226.0","35656.0","15295.0","15750.0","9119.0","14854.0","52640.0","66260.0"
"88","2017","11","Tamil Nadu","Tiruchirapalli / Trichy","19741.0","48749.0","8234.0","17002.0","10870.0","15206.0","38845.0","80957.0"
"89","1990","11","Tamil Nadu","Thanjavur","29343.0","43711.0","15685.0","14980.0","14573.0","22833.0","59601.0","81523.0"
"89","1991","11","Tamil Nadu","Thanjavur","31479.0","37246.0","15651.0","9773.0","18538.0","20349.0","65668.0","67368.0"
"89","1992","11","Tamil Nadu","Thanjavur","34769.0","43069.0","13343.0","13246.0","21114.0","11956.0","69226.0","68271.0"
"89","1993","11","Tamil Nadu","Thanjavur","30791.0","31973.0","12604.0","11062.0","17358.0","15909.0","60754.0","58945.0"
"89","1994","11","Tamil Nadu","Thanjavur","32751.0","43641.0","21412.0","10610.0","20750.0","13034.0","74914.0","67284.0"
"89","1995","11","Tamil Nadu","Thanjavur","30324.0","47474.0","13640.0","12434.0","12289.0","12127.0","56253.0","72035.0"
"89","1996","11","Tamil Nadu","Thanjavur","29534.0","44107.0","6958.0","11618.0","8114.0","10613.0","44607.0","66338.0"
"89","1997","11","Tamil Nadu","Thanjavur","41033.0","37785.0","18050.0","8039.0","13590.0","10096.0","72673.0","55920.0"
"89","1998","11","Tamil Nadu","Thanjavur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"89","1999","11","Tamil Nadu","Thanjavur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"89","2000","11","Tamil Nadu","Thanjavur","38965.0","53309.0","13305.0","18422.0","9390.0","19183.0","61660.0","90914.0"
"89","2001","11","Tamil Nadu","Thanjavur","39738.0","47284.0","16074.0","16758.0","10487.0","17269.0","66299.0","81312.0"
"89","2002","11","Tamil Nadu","Thanjavur","23476.0","46300.0","8919.0","11941.0","7833.0","12292.0","40229.0","70532.0"
"89","2003","11","Tamil Nadu","Thanjavur","18688.0","43801.0","6704.0","12856.0","7057.0","11945.0","32449.0","68603.0"
"89","2004","11","Tamil Nadu","Thanjavur","26617.0","54152.0","11919.0","15204.0","12993.0","18710.0","51529.0","88065.0"
"89","2005","11","Tamil Nadu","Thanjavur","36840.0","57805.0","14578.0","18415.0","13932.0","20823.0","65350.0","97042.0"
"89","2006","11","Tamil Nadu","Thanjavur","46906.0","35540.0","18067.0","11990.0","12240.0","22747.0","77213.0","70277.0"
"89","2007","11","Tamil Nadu","Thanjavur","35289.0","37490.0","17573.0","8594.0","21242.0","16901.0","74104.0","62986.0"
"89","2008","11","Tamil Nadu","Thanjavur","45860.0","48836.0","18936.0","16686.0","21782.0","21316.0","86579.0","86839.0"
"89","2009","11","Tamil Nadu","Thanjavur","41570.0","53925.0","20314.0","17982.0","14945.0","26912.0","76829.0","98820.0"
"89","2010","11","Tamil Nadu","Thanjavur","39153.0","47164.0","19063.0","14649.0","16146.0","20694.0","74362.0","82508.0"
"89","2011","11","Tamil Nadu","Thanjavur","49071.0","50951.0","22539.0","21656.0","8284.0","25154.0","79895.0","97762.0"
"89","2012","11","Tamil Nadu","Thanjavur","29122.0","44677.0","13045.0","10530.0","5759.0","10584.0","47926.0","65791.0"
"89","2013","11","Tamil Nadu","Thanjavur","45619.0","47060.0","17642.0","12217.0","10208.0","13493.0","73469.0","72770.0"
"89","2014","11","Tamil Nadu","Thanjavur","39539.0","57238.0","15806.0","15671.0","11047.0","15702.0","66393.0","88611.0"
"89","2015","11","Tamil Nadu","Thanjavur","46298.0","54833.0","16992.0","19708.0","13626.0","13400.0","76916.0","87942.0"
"89","2016","11","Tamil Nadu","Thanjavur","33845.0","56325.0","9923.0","16959.0","7436.0","15137.0","51204.0","88421.0"
"89","2017","11","Tamil Nadu","Thanjavur","30564.0","40288.0","7768.0","20019.0","9979.0","17956.0","48311.0","78262.0"
"90","1990","11","Tamil Nadu","Madurai","17482.0","25224.0","8213.0","9502.0","12381.0","17640.0","38076.0","52366.0"
"90","1991","11","Tamil Nadu","Madurai","16722.0","22358.0","8419.0","7414.0","13259.0","16681.0","38400.0","46453.0"
"90","1992","11","Tamil Nadu","Madurai","12898.0","27726.0","6644.0","8649.0","9814.0","10286.0","29356.0","46661.0"
"90","1993","11","Tamil Nadu","Madurai","8028.0","27527.0","6041.0","10866.0","8845.0","14760.0","22914.0","53153.0"
"90","1994","11","Tamil Nadu","Madurai","16913.0","28559.0","8872.0","9512.0","13760.0","15734.0","39545.0","53805.0"
"90","1995","11","Tamil Nadu","Madurai","19089.0","20385.0","7152.0","6236.0","15114.0","15742.0","41355.0","42363.0"
"90","1996","11","Tamil Nadu","Madurai","16655.0","28798.0","5799.0","8670.0","7567.0","11324.0","30021.0","48792.0"
"90","1997","11","Tamil Nadu","Madurai","16080.0","33714.0","8271.0","10724.0","9328.0","15806.0","33679.0","60244.0"
"90","1998","11","Tamil Nadu","Madurai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"90","1999","11","Tamil Nadu","Madurai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"90","2000","11","Tamil Nadu","Madurai","23056.0","30066.0","11958.0","13711.0","8961.0","15717.0","43975.0","59494.0"
"90","2001","11","Tamil Nadu","Madurai","15943.0","26202.0","7651.0","10481.0","7876.0","11986.0","31470.0","48669.0"
"90","2002","11","Tamil Nadu","Madurai","11946.0","25184.0","7951.0","8569.0","7920.0","12991.0","27817.0","46744.0"
"90","2003","11","Tamil Nadu","Madurai","9084.0","24802.0","5173.0","10065.0","8089.0","9406.0","22346.0","44273.0"
"90","2004","11","Tamil Nadu","Madurai","15325.0","29892.0","8508.0","11483.0","10061.0","14305.0","33894.0","55680.0"
"90","2005","11","Tamil Nadu","Madurai","20860.0","31269.0","11412.0","13052.0","11069.0","15776.0","43341.0","60097.0"
"90","2006","11","Tamil Nadu","Madurai","25302.0","28251.0","12509.0","11217.0","8895.0","12117.0","46706.0","51585.0"
"90","2007","11","Tamil Nadu","Madurai","16419.0","30492.0","9383.0","9205.0","8435.0","16097.0","34237.0","55794.0"
"90","2008","11","Tamil Nadu","Madurai","23465.0","43678.0","11213.0","12721.0","14348.0","23648.0","49026.0","80047.0"
"90","2009","11","Tamil Nadu","Madurai","22940.0","36594.0","13080.0","12427.0","12453.0","20945.0","48473.0","69966.0"
"90","2010","11","Tamil Nadu","Madurai","21527.0","41867.0","10033.0","16135.0","10718.0","20310.0","42278.0","78312.0"
"90","2011","11","Tamil Nadu","Madurai","23242.0","42680.0","12954.0","17986.0","7690.0","21415.0","43886.0","82081.0"
"90","2012","11","Tamil Nadu","Madurai","22102.0","23057.0","10392.0","9150.0","4858.0","8100.0","37352.0","40307.0"
"90","2013","11","Tamil Nadu","Madurai","19419.0","19745.0","9259.0","8096.0","5706.0","7523.0","34384.0","35364.0"
"90","2014","11","Tamil Nadu","Madurai","14665.0","31978.0","7379.0","12946.0","4682.0","10027.0","26726.0","54951.0"
"90","2015","11","Tamil Nadu","Madurai","19479.0","32447.0","9122.0","13093.0","8860.0","8895.0","37461.0","54435.0"
"90","2016","11","Tamil Nadu","Madurai","15165.0","20883.0","9202.0","11342.0","5565.0","7999.0","29932.0","40224.0"
"90","2017","11","Tamil Nadu","Madurai","10658.0","23734.0","4937.0","10965.0","5045.0","8137.0","20640.0","42836.0"
"91","1990","11","Tamil Nadu","Ramananthapuram","5715.0","17631.0","2606.0","4883.0","3124.0","7245.0","11445.0","29759.0"
"91","1991","11","Tamil Nadu","Ramananthapuram","7774.0","22135.0","2995.0","6668.0","3186.0","8385.0","13955.0","37188.0"
"91","1992","11","Tamil Nadu","Ramananthapuram","4771.0","23677.0","2375.0","4204.0","2321.0","2501.0","9467.0","30382.0"
"91","1993","11","Tamil Nadu","Ramananthapuram","5256.0","19760.0","1858.0","5575.0","1949.0","5342.0","9063.0","30677.0"
"91","1994","11","Tamil Nadu","Ramananthapuram","5877.0","15124.0","3287.0","3960.0","4215.0","4197.0","13379.0","23281.0"
"91","1995","11","Tamil Nadu","Ramananthapuram","6025.0","10306.0","2949.0","2259.0","2512.0","3178.0","11486.0","15743.0"
"91","1996","11","Tamil Nadu","Ramananthapuram","18681.0","13671.0","1400.0","3017.0","1738.0","2796.0","21819.0","19484.0"
"91","1997","11","Tamil Nadu","Ramananthapuram","5620.0","22333.0","2414.0","3993.0","2208.0","4321.0","10242.0","30647.0"
"91","1998","11","Tamil Nadu","Ramananthapuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"91","1999","11","Tamil Nadu","Ramananthapuram","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"91","2000","11","Tamil Nadu","Ramananthapuram","7569.0","15149.0","2820.0","3730.0","1527.0","2800.0","11916.0","21679.0"
"91","2001","11","Tamil Nadu","Ramananthapuram","5658.0","17290.0","2458.0","5070.0","1436.0","3338.0","9552.0","25698.0"
"91","2002","11","Tamil Nadu","Ramananthapuram","5342.0","16500.0","2741.0","4580.0","1700.0","3180.0","9783.0","24260.0"
"91","2003","11","Tamil Nadu","Ramananthapuram","3694.0","12633.0","1921.0","3712.0","1636.0","2911.0","7251.0","19256.0"
"91","2004","11","Tamil Nadu","Ramananthapuram","7744.0","15596.0","3491.0","4361.0","3116.0","4412.0","14351.0","24369.0"
"91","2005","11","Tamil Nadu","Ramananthapuram","10625.0","16516.0","4209.0","5227.0","3395.0","4831.0","18229.0","26574.0"
"91","2006","11","Tamil Nadu","Ramananthapuram","13113.0","17090.0","4926.0","4974.0","2625.0","3341.0","20664.0","25405.0"
"91","2007","11","Tamil Nadu","Ramananthapuram","5469.0","13723.0","3741.0","2929.0","2328.0","4171.0","11538.0","20823.0"
"91","2008","11","Tamil Nadu","Ramananthapuram","10282.0","22326.0","5157.0","8298.0","2699.0","7265.0","18138.0","37889.0"
"91","2009","11","Tamil Nadu","Ramananthapuram","7655.0","20261.0","5618.0","5947.0","2326.0","6908.0","15599.0","33116.0"
"91","2010","11","Tamil Nadu","Ramananthapuram","5575.0","22074.0","3593.0","7371.0","1741.0","6727.0","10909.0","36172.0"
"91","2011","11","Tamil Nadu","Ramananthapuram","6355.0","22751.0","3607.0","6680.0","1073.0","6335.0","11035.0","35766.0"
"91","2012","11","Tamil Nadu","Ramananthapuram","8647.0","13970.0","5193.0","3497.0","1320.0","3033.0","15160.0","20500.0"
"91","2013","11","Tamil Nadu","Ramananthapuram","6307.0","7127.0","3098.0","2318.0","749.0","1677.0","10154.0","11122.0"
"91","2014","11","Tamil Nadu","Ramananthapuram","4692.0","17754.0","1485.0","5308.0","696.0","4872.0","6873.0","27934.0"
"91","2015","11","Tamil Nadu","Ramananthapuram","9449.0","22122.0","4486.0","6667.0","1088.0","3764.0","15023.0","32553.0"
"91","2016","11","Tamil Nadu","Ramananthapuram","5966.0","11823.0","3864.0","5236.0","956.0","2341.0","10786.0","19400.0"
"91","2017","11","Tamil Nadu","Ramananthapuram","5264.0","35409.0","3049.0","3610.0","881.0","2205.0","9194.0","41224.0"
"92","1990","11","Tamil Nadu","Thirunelveli","11650.0","16751.0","5703.0","6097.0","5882.0","8926.0","23235.0","31774.0"
"92","1991","11","Tamil Nadu","Thirunelveli","13433.0","16072.0","6290.0","4650.0","7359.0","7976.0","27082.0","28698.0"
"92","1992","11","Tamil Nadu","Thirunelveli","10787.0","22246.0","4765.0","5630.0","6403.0","4550.0","21955.0","32426.0"
"92","1993","11","Tamil Nadu","Thirunelveli","8792.0","17190.0","3116.0","6030.0","3244.0","12037.0","15152.0","35257.0"
"92","1994","11","Tamil Nadu","Thirunelveli","9403.0","15117.0","4923.0","4908.0","6022.0","6871.0","20348.0","26896.0"
"92","1995","11","Tamil Nadu","Thirunelveli","10928.0","15213.0","4004.0","3622.0","5069.0","5473.0","20001.0","24308.0"
"92","1996","11","Tamil Nadu","Thirunelveli","8843.0","12887.0","2413.0","4039.0","2598.0","3948.0","13854.0","20874.0"
"92","1997","11","Tamil Nadu","Thirunelveli","7913.0","20673.0","3283.0","6301.0","3254.0","7238.0","14450.0","34212.0"
"92","1998","11","Tamil Nadu","Thirunelveli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"92","1999","11","Tamil Nadu","Thirunelveli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"92","2000","11","Tamil Nadu","Thirunelveli","12220.0","18443.0","5307.0","5156.0","3941.0","6346.0","21468.0","29945.0"
"92","2001","11","Tamil Nadu","Thirunelveli","8500.0","14642.0","4337.0","5904.0","4429.0","6382.0","17266.0","26928.0"
"92","2002","11","Tamil Nadu","Thirunelveli","7091.0","18662.0","3680.0","6530.0","2540.0","6528.0","13311.0","31720.0"
"92","2003","11","Tamil Nadu","Thirunelveli","4681.0","17456.0","3172.0","5733.0","2953.0","5921.0","10806.0","29110.0"
"92","2004","11","Tamil Nadu","Thirunelveli","10752.0","21412.0","5421.0","6676.0","6380.0","9108.0","22553.0","37196.0"
"92","2005","11","Tamil Nadu","Thirunelveli","14682.0","22844.0","6501.0","8177.0","6905.0","10059.0","28088.0","41080.0"
"92","2006","11","Tamil Nadu","Thirunelveli","18077.0","22375.0","7623.0","8251.0","5669.0","10351.0","31369.0","40977.0"
"92","2007","11","Tamil Nadu","Thirunelveli","13097.0","23607.0","6330.0","4275.0","7351.0","10166.0","26778.0","38048.0"
"92","2008","11","Tamil Nadu","Thirunelveli","17873.0","27359.0","7669.0","10787.0","8513.0","12981.0","34055.0","51127.0"
"92","2009","11","Tamil Nadu","Thirunelveli","15705.0","26493.0","7761.0","8193.0","7141.0","12513.0","30607.0","47199.0"
"92","2010","11","Tamil Nadu","Thirunelveli","17057.0","23052.0","8010.0","5628.0","6255.0","8610.0","31322.0","37290.0"
"92","2011","11","Tamil Nadu","Thirunelveli","12218.0","26165.0","5947.0","10271.0","1876.0","13569.0","20041.0","50005.0"
"92","2012","11","Tamil Nadu","Thirunelveli","13061.0","17027.0","7374.0","5562.0","1663.0","4264.0","22098.0","26853.0"
"92","2013","11","Tamil Nadu","Thirunelveli","11776.0","13768.0","4644.0","5001.0","2646.0","4100.0","19066.0","22869.0"
"92","2014","11","Tamil Nadu","Thirunelveli","10275.0","24869.0","4099.0","8528.0","2094.0","5138.0","16468.0","38535.0"
"92","2015","11","Tamil Nadu","Thirunelveli","15512.0","27056.0","6204.0","8548.0","3281.0","5676.0","24997.0","41280.0"
"92","2016","11","Tamil Nadu","Thirunelveli","15562.0","16169.0","8948.0","10112.0","2405.0","3360.0","26915.0","29641.0"
"92","2017","11","Tamil Nadu","Thirunelveli","5637.0","22241.0","3441.0","7324.0","1486.0","5568.0","10564.0","35133.0"
"93","1990","11","Tamil Nadu","The Nilgiris","3205.0","1997.0","497.0","685.0","2120.0","1814.0","5822.0","4496.0"
"93","1991","11","Tamil Nadu","The Nilgiris","3059.0","1369.0","725.0","381.0","2238.0","724.0","6022.0","2474.0"
"93","1992","11","Tamil Nadu","The Nilgiris","2246.0","1336.0","348.0","499.0","1340.0","697.0","3934.0","2532.0"
"93","1993","11","Tamil Nadu","The Nilgiris","3045.0","1635.0","938.0","677.0","267.0","2262.0","4250.0","4574.0"
"93","1994","11","Tamil Nadu","The Nilgiris","1762.0","3207.0","689.0","597.0","2197.0","1070.0","4648.0","4874.0"
"93","1995","11","Tamil Nadu","The Nilgiris","3112.0","1989.0","854.0","890.0","647.0","1860.0","4613.0","4739.0"
"93","1996","11","Tamil Nadu","The Nilgiris","3451.0","2689.0","655.0","741.0","403.0","322.0","4509.0","3752.0"
"93","1997","11","Tamil Nadu","The Nilgiris","3513.0","2935.0","910.0","389.0","2730.0","1800.0","7153.0","5124.0"
"93","1998","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1999","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","2000","11","Tamil Nadu","The Nilgiris","2474.0","2789.0","709.0","841.0","1903.0","966.0","5086.0","4596.0"
"93","2001","11","Tamil Nadu","The Nilgiris","4180.0","1849.0","883.0","858.0","3244.0","1770.0","8307.0","4477.0"
"93","2002","11","Tamil Nadu","The Nilgiris","2788.0","2503.0","1156.0","525.0","2434.0","1533.0","6378.0","4561.0"
"93","2003","11","Tamil Nadu","The Nilgiris","2832.0","1852.0","890.0","560.0","2267.0","1563.0","5989.0","3975.0"
"93","2004","11","Tamil Nadu","The Nilgiris","1114.0","2177.0","498.0","623.0","1700.0","2460.0","3312.0","5260.0"
"93","2005","11","Tamil Nadu","The Nilgiris","1558.0","2266.0","635.0","711.0","1823.0","2720.0","4016.0","5697.0"
"93","2006","11","Tamil Nadu","The Nilgiris","1786.0","1414.0","679.0","861.0","1531.0","2753.0","3996.0","5028.0"
"93","2007","11","Tamil Nadu","The Nilgiris","2431.0","917.0","989.0","401.0","2247.0","1300.0","5667.0","2618.0"
"93","2008","11","Tamil Nadu","The Nilgiris","2228.0","1469.0","1097.0","730.0","3163.0","1376.0","6488.0","3575.0"
"93","2009","11","Tamil Nadu","The Nilgiris","3326.0","1480.0","811.0","383.0","2500.0","1793.0","6637.0","3656.0"
"93","2010","11","Tamil Nadu","The Nilgiris","2018.0","2375.0","398.0","419.0","1510.0","1601.0","3926.0","4395.0"
"93","2011","11","Tamil Nadu","The Nilgiris","2354.0","1487.0","1104.0","464.0","1294.0","1388.0","4752.0","3339.0"
"93","2012","11","Tamil Nadu","The Nilgiris","1836.0","1242.0","328.0","219.0","827.0","1404.0","2991.0","2865.0"
"93","2013","11","Tamil Nadu","The Nilgiris","2395.0","1294.0","452.0","194.0","1445.0","892.0","4292.0","2380.0"
"93","2014","11","Tamil Nadu","The Nilgiris","1321.0","1538.0","209.0","226.0","1493.0","699.0","3023.0","2463.0"
"93","2015","11","Tamil Nadu","The Nilgiris","1104.0","1440.0","389.0","259.0","1615.0","1016.0","3108.0","2715.0"
"93","2016","11","Tamil Nadu","The Nilgiris","2583.0","1882.0","525.0","226.0","1365.0","1140.0","4473.0","3248.0"
"93","2017","11","Tamil Nadu","The Nilgiris","3010.0","1838.0","499.0","900.0","1068.0","832.0","4577.0","3570.0"
"94","1990","11","Tamil Nadu","Kanyakumari","2616.0","3980.0","1470.0","1593.0","2293.0","2507.0","6379.0","8080.0"
"94","1991","11","Tamil Nadu","Kanyakumari","2901.0","4870.0","1603.0","1757.0","2368.0","2711.0","6872.0","9338.0"
"94","1992","11","Tamil Nadu","Kanyakumari","3311.0","4185.0","1840.0","1371.0","2538.0","1269.0","7689.0","6825.0"
"94","1993","11","Tamil Nadu","Kanyakumari","3455.0","4416.0","1021.0","1894.0","1472.0","2303.0","5948.0","8613.0"
"94","1994","11","Tamil Nadu","Kanyakumari","2858.0","3680.0","1636.0","1712.0","2490.0","2031.0","6984.0","7423.0"
"94","1995","11","Tamil Nadu","Kanyakumari","3385.0","3083.0","1591.0","1475.0","1999.0","2060.0","6975.0","6618.0"
"94","1996","11","Tamil Nadu","Kanyakumari","2776.0","3094.0","1067.0","1370.0","1775.0","1892.0","5618.0","6356.0"
"94","1997","11","Tamil Nadu","Kanyakumari","2977.0","3188.0","1618.0","1533.0","2079.0","1887.0","6674.0","6608.0"
"94","1998","11","Tamil Nadu","Kanyakumari","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1999","11","Tamil Nadu","Kanyakumari","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","2000","11","Tamil Nadu","Kanyakumari","3384.0","3444.0","1628.0","1569.0","1765.0","1957.0","6777.0","6970.0"
"94","2001","11","Tamil Nadu","Kanyakumari","2796.0","3690.0","1612.0","2310.0","1830.0","2374.0","6238.0","8374.0"
"94","2002","11","Tamil Nadu","Kanyakumari","1995.0","3687.0","913.0","1878.0","1703.0","2151.0","4611.0","7716.0"
"94","2003","11","Tamil Nadu","Kanyakumari","1580.0","3193.0","1279.0","1484.0","1839.0","2382.0","4698.0","7059.0"
"94","2004","11","Tamil Nadu","Kanyakumari","2054.0","3762.0","1312.0","1744.0","2524.0","3542.0","5890.0","9048.0"
"94","2005","11","Tamil Nadu","Kanyakumari","2686.0","3939.0","1682.0","1859.0","2776.0","3858.0","7144.0","9656.0"
"94","2006","11","Tamil Nadu","Kanyakumari","3150.0","2415.0","1470.0","1361.0","2086.0","1822.0","6706.0","5598.0"
"94","2007","11","Tamil Nadu","Kanyakumari","2060.0","1829.0","1405.0","636.0","2112.0","925.0","5577.0","3390.0"
"94","2008","11","Tamil Nadu","Kanyakumari","1910.0","3154.0","1581.0","1725.0","2144.0","1763.0","5635.0","6642.0"
"94","2009","11","Tamil Nadu","Kanyakumari","2601.0","3427.0","1417.0","1881.0","2587.0","2485.0","6605.0","7793.0"
"94","2010","11","Tamil Nadu","Kanyakumari","3962.0","3195.0","1598.0","1875.0","2414.0","1817.0","7974.0","6887.0"
"94","2011","11","Tamil Nadu","Kanyakumari","3960.0","4341.0","2361.0","2405.0","1233.0","2887.0","7554.0","9633.0"
"94","2012","11","Tamil Nadu","Kanyakumari","2450.0","2587.0","997.0","1137.0","673.0","913.0","4120.0","4637.0"
"94","2013","11","Tamil Nadu","Kanyakumari","3656.0","3037.0","1595.0","1278.0","1148.0","1258.0","6399.0","5573.0"
"94","2014","11","Tamil Nadu","Kanyakumari","3349.0","3857.0","1795.0","1620.0","1699.0","1567.0","6843.0","7044.0"
"94","2015","11","Tamil Nadu","Kanyakumari","3700.0","4389.0","1421.0","2160.0","1739.0","1054.0","6860.0","7603.0"
"94","2016","11","Tamil Nadu","Kanyakumari","3316.0","5475.0","1681.0","3559.0","601.0","1429.0","5598.0","10463.0"
"94","2017","11","Tamil Nadu","Kanyakumari","3587.0","6182.0","702.0","2965.0","708.0","1735.0","4997.0","10882.0"